State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
TX,170,415,No,Yes,39,177.9747700010701,84,26.696215500160516,249.1941049904224,106,24.919410499042243,152.0788475021295,86,12.16630780017036,9.345919756073219,7,1.8691839512146438,1,True
OH,105,408,No,Yes,20,164.01189127623857,129,24.601783691435784,225.3939249794871,134,22.53939249794871,188.85983434101544,58,15.108786747281236,8.581276566290361,9,1.7162553132580722,9,False
PA,143,510,Yes,Yes,14,107.69751241511196,51,16.15462686226679,344.04674374702097,110,34.4046743747021,267.3047574812167,64,21.384380598497337,8.20314281735512,8,1.640628563471024,0,False
GA,156,415,No,Yes,21,342.88326059764717,73,51.43248908964707,270.8634443518772,80,27.086344435187723,220.9506349651618,52,17.676050797212945,11.167165047199806,9,2.233433009439961,0,False
NC,112,510,No,Yes,27,155.18637211319543,123,23.277955816979315,193.86027741697816,132,19.386027741697816,204.59738334458336,142,16.36779066756667,15.560471788874853,8,3.112094357774971,4,False
IL,97,415,Yes,No,13,283.5074406473266,87,42.526116097098985,300.018358019217,144,30.0018358019217,189.45281233389827,119,15.156224986711862,8.261793983258539,2,1.6523587966517077,3,False
CA,110,415,No,No,26,290.6490986735438,71,43.59736480103157,321.14582323029697,102,32.1145823230297,248.44515798586306,66,19.875612638869047,10.500183195544722,7,2.1000366391089442,0,False
TX,130,510,Yes,Yes,40,332.3143495018073,75,49.8471524252711,131.30513987920784,81,13.130513987920786,243.8983571600205,75,19.511868572801642,10.863761402617435,2,2.172752280523487,3,False
MI,75,408,No,Yes,39,107.63736427334499,92,16.145604641001746,150.13824446131662,115,15.013824446131663,140.36445851606,70,11.2291566812848,19.646847941531153,2,3.9293695883062307,2,True
GA,85,415,Yes,Yes,27,318.0120846117519,104,47.70181269176278,154.0567522819449,108,15.405675228194491,217.93495937960978,121,17.434796750368783,19.319995353186034,4,3.863999070637207,1,False
PA,50,415,No,No,25,231.80654520995006,88,34.77098178149251,272.8029523466351,59,27.280295234663512,238.36794405246246,70,19.069435524196997,17.00206374128114,1,3.4004127482562283,8,False
GA,57,415,Yes,Yes,48,258.13602749145696,140,38.720404123718545,250.75988876332084,51,25.075988876332087,242.57173468284762,60,19.40573877462781,8.624883812287777,5,1.7249767624575556,0,True
NC,162,510,No,Yes,1,261.1175692802584,78,39.16763539203876,254.74789117464704,115,25.474789117464706,152.52679822808796,87,12.202143858247037,6.0205597113750455,6,1.2041119422750093,6,True
FL,148,408,No,No,24,304.94945124618187,69,45.742417686927276,335.19332492237527,109,33.51933249223753,285.56784806307166,121,22.845427845045734,9.753562065809371,9,1.9507124131618743,3,True
CA,96,510,Yes,No,2,183.3518305397776,140,27.50277458096664,293.9778832018265,137,29.397788320182652,106.29977370526741,137,8.503981896421394,9.001918241507463,8,1.8003836483014926,4,False
CA,176,510,Yes,Yes,7,283.26279746499836,90,42.489419619749754,131.9842311279458,66,13.19842311279458,188.70796388579066,84,15.096637110863254,12.588887002195907,2,2.5177774004391815,9,True
MI,105,408,Yes,Yes,43,232.14452743054926,103,34.82167911458239,186.87677060629525,145,18.687677060629525,295.05316213390836,63,23.60425297071267,16.665918651016895,1,3.333183730203379,4,False
FL,63,510,Yes,Yes,32,298.34850357633695,69,44.75227553645054,208.8484115439339,65,20.884841154393392,240.97323026385058,63,19.277858421108046,17.87484408318287,2,3.5749688166365745,0,False
OH,77,408,No,No,41,347.63650819253337,68,52.14547622888001,198.99039718690122,65,19.899039718690123,165.29060812771507,59,13.223248650217206,17.672961281157626,7,3.5345922562315253,5,False
NY,127,415,No,Yes,34,150.1627543509403,133,22.524413152641046,267.3271522904698,95,26.732715229046985,273.7382798357619,61,21.89906238686095,10.395133418346017,4,2.0790266836692033,8,True
TX,179,408,Yes,Yes,5,348.6621603899995,148,52.29932405849992,322.9732758141406,88,32.29732758141406,241.84773603901834,87,19.34781888312147,15.308515151910244,5,3.061703030382049,1,True
CA,158,415,No,Yes,38,122.45303857069351,115,18.367955785604025,176.512865880697,80,17.651286588069702,299.0609023640968,83,23.924872189127747,9.6925129628633,7,1.9385025925726602,6,False
IL,63,510,Yes,No,22,100.57938697620347,79,15.08690804643052,237.9692841052964,137,23.79692841052964,283.7562965474558,90,22.700503723796466,5.91358314852774,3,1.182716629705548,5,False
CA,105,510,Yes,No,24,111.04048404445781,102,16.656072606668673,297.3523554783964,50,29.735235547839643,252.52698050905866,59,20.202158440724695,15.523478984044134,2,3.104695796808827,4,False
GA,164,415,No,Yes,49,185.44560118419042,83,27.816840177628563,204.05451471133733,60,20.405451471133734,222.0444188277035,66,17.76355350621628,5.147413288546818,7,1.0294826577093636,3,True
CA,56,510,No,Yes,42,258.22658266960855,71,38.73398740044128,142.02953209982397,134,14.202953209982397,133.29553141688086,66,10.663642513350469,11.137738811877329,5,2.227547762375466,3,False
CA,52,408,No,No,18,117.25738522196241,116,17.58860778329436,218.73774131593706,53,21.873774131593706,165.33325447134592,116,13.226660357707674,9.940689039531136,1,1.9881378079062273,5,True
NY,160,415,No,No,4,101.41645363239182,55,15.212468044858772,113.80563018575711,120,11.380563018575712,204.7748682292713,111,16.381989458341703,15.400663077782786,1,3.0801326155565576,3,False
NY,156,510,No,No,10,334.2727571146987,128,50.140913567204805,335.5958635005692,75,33.55958635005692,249.82482175159717,144,19.985985740127774,16.493682091405685,9,3.298736418281137,4,True
PA,67,415,No,No,11,305.4816589849824,76,45.82224884774736,118.70530129874325,99,11.870530129874325,228.4269638038262,50,18.274157104306095,9.561419539569258,5,1.9122839079138516,5,False
OH,87,408,No,No,9,302.29579278475774,59,45.34436891771366,209.61417881264452,61,20.961417881264452,172.04613148988238,61,13.763690519190591,17.174405216672803,1,3.4348810433345607,4,True
IL,164,408,Yes,No,7,321.1060688754943,122,48.16591033132415,232.47031527213156,144,23.247031527213156,101.61608944742764,53,8.129287155794211,9.408751407574005,7,1.881750281514801,6,True
CA,64,510,Yes,No,23,275.0085681930261,146,41.25128522895392,346.32595807182133,130,34.632595807182135,224.0598054752035,91,17.924784438016278,11.694895399798419,9,2.338979079959684,8,True
CA,168,408,Yes,No,27,126.10103243702036,145,18.915154865553053,141.5054559107152,146,14.15054559107152,171.40649714056076,62,13.71251977124486,15.905277905212008,1,3.181055581042402,9,True
TX,77,415,Yes,No,40,199.77504701843077,97,29.966257052764615,128.60787965308964,124,12.860787965308965,283.6520751776338,147,22.692166014210702,15.393803438371828,4,3.078760687674366,6,True
NY,88,408,Yes,Yes,35,280.7873716161574,119,42.1181057424236,102.17653676563589,141,10.21765367656359,105.98656631762087,134,8.47892530540967,19.810527084683002,3,3.9621054169366006,6,True
IL,66,415,No,Yes,36,170.08361519788025,108,25.512542279682037,138.89285921732557,145,13.889285921732558,246.20695282644772,135,19.696556226115817,8.377415363238978,5,1.6754830726477956,3,False
MI,135,415,Yes,Yes,20,271.8515910340594,149,40.77773865510891,151.8182447669169,114,15.181824476691691,335.3685593765164,53,26.82948475012131,14.934768703093736,7,2.9869537406187474,0,False
PA,175,408,Yes,No,7,106.12461206691309,108,15.918691810036963,257.64523539577306,96,25.764523539577308,143.60231677787488,131,11.48818534222999,14.14522862413666,8,2.829045724827332,7,False
OH,93,510,Yes,Yes,8,176.5343352198983,51,26.480150282984745,154.9266975978501,141,15.492669759785011,217.91237268764883,118,17.432989815011908,18.72647681735045,2,3.74529536347009,3,False
FL,74,408,Yes,No,46,237.28258406929316,78,35.59238761039397,105.1302036823313,102,10.51302036823313,122.85549795428454,68,9.828439836342763,7.345432124673126,7,1.4690864249346252,0,True
OH,194,415,Yes,No,14,258.02245737656057,117,38.703368606484084,306.65458637562216,120,30.665458637562217,256.42047806533816,51,20.513638245227053,16.276972453803992,1,3.2553944907607986,4,False
GA,62,415,Yes,Yes,47,244.26016611547772,114,36.639024917321656,191.39892525099168,51,19.139892525099167,237.6329201490564,61,19.01063361192451,13.524029244031524,7,2.704805848806305,7,True
CA,74,408,Yes,No,45,274.4390690183574,132,41.165860352753604,188.4241716451835,73,18.84241716451835,201.84138105320807,130,16.147310484256646,9.11998804681858,8,1.8239976093637162,3,True
PA,117,510,No,Yes,39,101.52218705995976,75,15.228328058993963,175.61975729198164,53,17.561975729198164,230.3442553684353,123,18.427540429474824,12.116523712207611,2,2.4233047424415224,7,True
GA,187,510,No,Yes,17,125.23529999438037,138,18.785294999157056,343.8433192866052,68,34.38433192866052,324.1436646172525,147,25.9314931693802,10.006648956046966,9,2.0013297912093932,7,False
IL,116,415,Yes,Yes,41,317.23606306978627,59,47.585409460467936,142.52885432732037,75,14.252885432732038,149.07357557776675,55,11.92588604622134,13.689701041826913,1,2.7379402083653828,2,True
FL,158,415,No,No,19,270.4371610225403,102,40.56557415338104,324.5595159883088,124,32.455951598830886,105.64112792633681,57,8.451290234106946,18.33500916221999,6,3.667001832443998,8,False
NY,195,510,No,Yes,5,128.23291067150282,128,19.234936600725423,294.200833034972,89,29.4200833034972,315.4162211747753,100,25.233297693982024,13.53957476618303,1,2.7079149532366062,2,False
PA,160,408,No,No,11,310.5186093496448,108,46.57779140244672,119.11998887482827,99,11.911998887482827,244.27927059697663,60,19.542341647758132,14.47583627489876,3,2.8951672549797522,0,False
PA,160,415,No,Yes,1,160.55780445614172,71,24.08367066842126,346.68227537521216,92,34.66822753752122,322.66461386546064,112,25.813169109236853,12.781217706720643,6,2.556243541344129,1,False
CA,83,415,Yes,Yes,6,219.5649710488059,100,32.93474565732088,167.84149088475263,124,16.784149088475264,249.23630585329315,106,19.938904468263452,5.767482596682139,3,1.1534965193364277,5,False
NC,160,510,No,Yes,15,136.29912822116506,97,20.44486923317476,124.64573175560308,116,12.464573175560309,302.54027248992566,61,24.203221799194054,8.492878353141414,8,1.6985756706282829,9,True
PA,57,408,No,No,2,277.5275141054267,70,41.629127115814,307.32855853143985,61,30.732855853143988,207.418340838787,122,16.59346726710296,12.380025941481241,5,2.4760051882962486,1,True
TX,162,510,No,No,44,266.7136052535669,71,40.007040788035034,276.66888341942496,116,27.666888341942496,287.4649828220672,51,22.997198625765378,9.653529256170572,2,1.9307058512341144,5,False
FL,132,408,Yes,No,2,152.77811779153404,149,22.916717668730104,254.3047014694752,76,25.43047014694752,328.260366722464,57,26.260829337797123,7.726453966417913,4,1.5452907932835827,0,True
FL,91,408,Yes,Yes,26,315.85019171425046,147,47.37752875713757,138.9952159247333,103,13.899521592473329,243.03074093055156,60,19.442459274444126,12.561992628776576,9,2.5123985257553154,0,False
TX,150,408,Yes,Yes,49,200.32650605492805,79,30.048975908239207,219.62402906399046,115,21.96240290639905,145.19628764059487,102,11.61570301124759,9.842146901717754,4,1.9684293803435509,4,True
MI,55,415,Yes,No,42,173.12877276768546,74,25.96931591515282,295.1390067218034,98,29.51390067218034,167.19940375754953,149,13.375952300603963,8.87161464760122,8,1.774322929520244,9,True
TX,75,510,Yes,No,39,138.08239736613388,77,20.71235960492008,175.90598453596004,65,17.590598453596005,149.66114422435146,59,11.972891537948117,11.959781261605713,5,2.3919562523211426,8,True
TX,113,510,Yes,No,37,166.54200312888435,114,24.981300469332652,177.92245712876036,51,17.792245712876035,161.71425689893323,134,12.93714055191466,6.999263871232597,1,1.3998527742465194,7,True
FL,108,408,Yes,No,32,105.50673030595425,94,15.826009545893136,100.78522651203053,109,10.078522651203054,176.6038623377591,133,14.128308987020729,18.91618599613111,7,3.783237199226222,2,True
OH,158,415,No,No,27,245.81437311402888,117,36.872155967104334,143.5608504113449,103,14.35608504113449,238.78344668829712,57,19.10267573506377,18.015531468788588,3,3.6031062937577176,2,True
FL,170,415,No,No,0,310.55768658598697,56,46.58365298789804,318.8514062804586,79,31.88514062804586,246.99790736595818,85,19.759832589276655,15.61430878610803,8,3.122861757221606,0,True
NC,82,510,No,Yes,7,237.24511236041045,98,35.586766854061565,210.43662290942677,133,21.043662290942677,206.62493681046527,142,16.52999494483722,6.593207413826843,3,1.3186414827653685,2,True
CA,199,415,Yes,No,36,154.81849048096893,58,23.22277357214534,346.0586248086085,87,34.60586248086085,253.85519495520884,125,20.308415596416708,16.638158817045394,1,3.327631763409079,0,True
GA,70,415,Yes,Yes,31,108.41729455346818,85,16.262594183020227,198.92699089344814,77,19.892699089344816,120.39373140284148,63,9.631498512227319,17.119359921635287,5,3.4238719843270573,7,True
OH,119,408,Yes,Yes,47,153.6570183147007,132,23.048552747205104,278.7966136950603,74,27.879661369506028,121.94705926453999,103,9.7557647411632,16.516469265715067,2,3.3032938531430136,0,True
NY,161,415,Yes,No,42,204.0303570177731,50,30.604553552665962,170.4797607261823,145,17.04797607261823,142.95736508941462,134,11.43658920715317,6.709488306788618,4,1.3418976613577236,4,True
GA,53,408,Yes,No,36,289.9028571749491,59,43.48542857624236,190.95241028523338,59,19.09524102852334,229.51937451008618,135,18.361549960806894,14.658619356016471,1,2.9317238712032943,8,True
CA,143,510,No,Yes,3,146.96071313444352,85,22.044106970166528,147.68149689772366,109,14.768149689772367,153.4986696745784,70,12.279893573966271,17.51487193624098,9,3.502974387248196,6,False
NC,124,415,No,No,29,279.9478633386715,122,41.992179500800724,186.76559212484875,91,18.676559212484875,170.82110087314433,99,13.665688069851546,13.660301018295016,6,2.732060203659003,3,True
NC,111,510,Yes,No,5,316.7333670879709,95,47.510005063195635,236.80938010516078,89,23.68093801051608,200.07820904324853,143,16.006256723459884,14.696110628421335,8,2.9392221256842674,8,True
NY,143,510,Yes,Yes,45,213.48671202708925,81,32.023006804063385,347.9432202448123,146,34.79432202448123,302.96653100259493,88,24.237322480207595,11.875452191394594,4,2.3750904382789186,8,True
OH,144,415,Yes,Yes,18,305.35799791064835,81,45.80369968659725,266.0504282679464,126,26.605042826794644,103.46553397821503,69,8.277242718257202,12.93060979826079,9,2.586121959652158,1,True
MI,104,415,Yes,Yes,31,238.66433700877388,55,35.799650551316084,149.8114886020785,91,14.98114886020785,262.3447050591556,137,20.98757640473245,5.515652875275878,2,1.1031305750551756,9,True
TX,186,510,No,No,8,259.27270927022624,97,38.890906390533935,111.24036039788778,96,11.124036039788779,267.2191327601713,136,21.377530620813705,14.58444532959927,9,2.916889065919854,9,True
OH,180,415,Yes,Yes,11,231.56961508455066,87,34.7354422626826,131.58912032862764,86,13.158912032862766,299.66394508915914,56,23.973115607132733,6.2217081933673875,5,1.2443416386734776,5,False
MI,80,408,Yes,No,10,215.79317918783545,66,32.36897687817532,240.63880031826184,129,24.063880031826187,333.1882347650783,58,26.655058781206264,11.525218915103352,6,2.3050437830206705,3,False
NC,89,408,Yes,Yes,45,158.66336044396235,123,23.799504066594352,291.29008220419155,71,29.129008220419156,105.03446223732246,50,8.402756978985797,9.389826465011117,3,1.8779652930022235,7,False
FL,85,415,Yes,Yes,15,175.7985148652615,76,26.369777229789225,335.10480182518677,106,33.51048018251868,138.44592637830405,75,11.075674110264325,13.181419253175696,4,2.6362838506351394,6,True
CA,55,510,No,Yes,0,172.49252973590225,103,25.873879460385336,103.9557929992052,133,10.39557929992052,321.54282351399826,87,25.723425881119862,7.001245032848106,6,1.4002490065696214,6,True
NY,115,415,Yes,No,44,240.8222327384537,99,36.12333491076805,230.69003539046744,76,23.069003539046747,214.62964054675385,87,17.17037124374031,15.374651029599773,7,3.074930205919955,9,True
CA,124,415,Yes,No,20,129.98842325597246,84,19.498263488395867,217.7168390557942,90,21.771683905579422,241.14765973336588,110,19.29181277866927,16.925173053927054,1,3.385034610785411,8,False
IL,53,510,No,Yes,29,329.19792267558375,134,49.37968840133756,264.013755493926,129,26.4013755493926,265.7568009307869,93,21.260544074462953,7.450316746147347,7,1.4900633492294695,4,True
IL,128,510,No,Yes,12,280.1637863207783,74,42.02456794811674,239.89471361633548,83,23.989471361633548,269.76665112390936,135,21.58133208991275,6.564696310278233,1,1.3129392620556466,5,True
OH,183,408,No,Yes,33,200.3614077282984,77,30.05421115924476,271.7597876456201,81,27.175978764562014,332.935100829127,93,26.634808066330162,7.182732241810387,5,1.4365464483620776,0,False
NC,167,510,Yes,No,3,139.65603613159448,64,20.94840541973917,264.5206461872976,139,26.45206461872976,349.2373543529174,123,27.938988348233394,18.156913428477527,6,3.6313826856955056,5,False
NC,162,408,Yes,Yes,27,320.498042430409,53,48.074706364561344,129.25293121448655,138,12.925293121448655,280.03936523273507,111,22.403149218618804,12.922838926345342,2,2.5845677852690687,1,True
TX,143,510,No,No,37,305.9445225252913,142,45.89167837879369,299.9294784046799,115,29.99294784046799,171.80530230128772,55,13.744424184103018,12.00891494011254,9,2.401782988022508,5,True
TX,111,415,No,Yes,30,280.4303881792948,122,42.06455822689422,130.8081439290812,61,13.080814392908122,319.93810057358587,66,25.59504804588687,6.600677286535314,6,1.320135457307063,8,True
TX,128,408,No,Yes,26,167.8867618528106,76,25.18301427792159,274.6326563022843,89,27.463265630228435,112.3052286351904,100,8.984418290815233,14.743340101354427,7,2.9486680202708855,7,True
FL,185,408,No,Yes,4,200.61165935841723,75,30.091748903762582,204.0363419101517,122,20.403634191015172,157.77021321862406,87,12.621617057489926,18.019993878426348,8,3.6039987756852696,8,False
GA,75,408,No,Yes,24,125.68706311310584,68,18.853059466965874,228.46268364414948,125,22.84626836441495,324.3464293659287,73,25.947714349274296,17.422788039851795,1,3.484557607970359,9,True
PA,93,415,No,Yes,2,147.25988118188292,141,22.088982177282436,325.8245035939276,139,32.58245035939276,164.04787860983873,100,13.123830288787099,14.39082063471202,8,2.878164126942404,7,True
GA,182,415,Yes,Yes,32,295.7541593291832,66,44.36312389937748,322.47093161837165,122,32.247093161837164,155.16276490543711,59,12.41302119243497,6.129180749775104,4,1.225836149955021,2,False
CA,119,415,Yes,No,3,278.75967971267096,92,41.813951956900645,304.4640764137574,59,30.446407641375743,134.5313232850618,121,10.762505862804945,6.685955407640194,8,1.337191081528039,7,True
GA,167,415,Yes,Yes,24,248.37144074398367,90,37.25571611159755,227.5370951140808,145,22.753709511408083,314.7779394117291,70,25.18223515293833,5.73963480664737,6,1.147926961329474,5,True
FL,117,415,No,No,19,323.93168148154325,91,48.58975222223149,284.0599525334583,147,28.40599525334583,225.0145647977717,119,18.001165183821737,8.862188247387039,9,1.772437649477408,5,False
CA,68,408,No,Yes,33,245.81662945326136,99,36.8724944179892,228.22426387970233,97,22.822426387970236,268.7233007635387,134,21.497864061083096,7.034922007405666,4,1.4069844014811332,5,False
GA,69,415,No,Yes,25,216.74199999090268,133,32.5112999986354,317.40152061869435,69,31.740152061869438,159.7665960187574,106,12.781327681500594,8.900720603786509,2,1.7801441207573019,2,True
FL,162,408,No,No,4,185.09268657644066,89,27.763902986466096,200.69395830822498,88,20.0693958308225,289.5101052528041,88,23.16080842022433,10.775870835784424,2,2.155174167156885,9,False
PA,189,415,No,Yes,34,335.11212643404315,88,50.266818965106474,342.55883610371916,109,34.25588361037192,290.00138624052465,137,23.200110899241974,19.144741761067035,5,3.8289483522134073,0,False
GA,96,510,No,No,27,120.67886538108837,72,18.101829807163256,333.0806895572194,115,33.30806895572194,178.14950622707505,82,14.251960498166005,14.15564089672538,9,2.831128179345076,3,True
FL,50,408,Yes,No,28,332.7218430152021,145,49.90827645228032,285.40065486294634,114,28.540065486294637,202.67065825257072,108,16.213652660205657,17.524606785244437,3,3.5049213570488877,9,False
TX,139,510,Yes,Yes,8,306.6786649827546,101,46.00179974741319,169.853971044018,100,16.9853971044018,152.42256935755023,67,12.193805548604018,15.655272510684984,8,3.131054502136997,5,True
NC,191,408,No,No,37,132.48248113392532,96,19.8723721700888,132.9133971983146,85,13.291339719831463,344.14025583072606,105,27.531220466458084,6.687546957899476,4,1.3375093915798955,9,True
TX,113,510,Yes,No,49,241.2460894188134,112,36.18691341282201,313.6758625232994,73,31.36758625232994,261.4006442646029,141,20.912051541168232,16.03880609560923,6,3.2077612191218465,1,True
NC,87,415,No,Yes,5,316.6369954372717,146,47.49554931559076,141.3255715344903,76,14.132557153449032,333.6359701788789,106,26.690877614310313,9.126483223386867,6,1.8252966446773735,6,True
NY,86,415,Yes,No,18,242.95229090178844,118,36.44284363526827,313.5651972493339,51,31.356519724933392,175.8463859072833,145,14.067710872582664,14.586617704920595,3,2.9173235409841194,6,False
NY,175,415,No,Yes,43,326.79995539015556,92,49.01999330852333,222.6912516780901,80,22.269125167809012,295.4727282492224,125,23.637818259937795,10.114429604644828,5,2.0228859209289656,3,True
NY,188,408,No,Yes,10,335.7459542040106,97,50.361893130601594,201.63919595202606,106,20.163919595202607,291.4646609711855,97,23.31717287769484,19.965083948969887,3,3.9930167897939777,3,True
PA,149,510,Yes,Yes,1,205.59613054607647,83,30.839419581911468,325.7976947086073,127,32.57976947086073,272.9139129666354,91,21.833113037330833,8.953272192451667,1,1.7906544384903336,0,True
TX,126,415,Yes,Yes,46,194.3284153515809,89,29.149262302737135,250.96274563506947,115,25.09627456350695,341.40974381670014,76,27.31277950533601,9.186957061614045,7,1.837391412322809,1,True
NC,52,510,No,No,43,334.08028849228924,124,50.11204327384338,244.15350178242943,78,24.415350178242946,198.38883402657888,123,15.87110672212631,18.960083833435974,4,3.792016766687195,8,False
FL,183,510,No,Yes,43,268.785015287417,110,40.317752293112555,239.69148615609942,64,23.969148615609942,132.6793308974393,101,10.614346471795145,5.36966606954484,7,1.073933213908968,9,False
CA,59,415,Yes,Yes,8,129.00567033704232,99,19.35085055055635,192.79237900488283,61,19.279237900488283,267.92721481101523,91,21.434177184881218,15.450334818097954,3,3.090066963619591,7,False
FL,54,415,Yes,No,20,110.5729373056703,116,16.585940595850545,296.4107758822818,77,29.641077588228185,282.32745011930155,81,22.586196009544125,15.879895861038172,5,3.1759791722076347,7,True
CA,187,510,No,Yes,23,241.15726274931578,111,36.17358941239736,163.19961100394326,133,16.319961100394327,243.76514336470368,75,19.501211469176294,17.54567866115599,5,3.509135732231198,8,False
IL,179,415,Yes,Yes,33,332.5427413596061,107,49.881411203940914,334.72374001031875,73,33.47237400103187,151.70447328334907,74,12.136357862667927,19.61658965957713,2,3.923317931915426,6,False
FL,62,415,No,No,21,311.0621756014546,82,46.65932634021819,323.4963012617402,70,32.34963012617402,226.11398541733882,124,18.089118833387108,19.634028787349784,2,3.926805757469957,8,True
GA,179,415,No,No,2,268.96193661608413,124,40.34429049241262,184.37008141872454,59,18.437008141872454,178.04743414228236,72,14.24379473138259,5.979151363496959,4,1.1958302726993917,9,False
GA,133,408,No,No,11,134.7789622227719,65,20.216844333415782,282.36594245791593,127,28.236594245791593,206.86663204167226,147,16.549330563333783,17.327589841293538,4,3.4655179682587076,1,True
OH,114,510,No,No,27,163.5578459371739,131,24.533676890576086,243.30579861239787,67,24.330579861239787,261.304643961166,106,20.90437151689328,14.69464900486072,4,2.938929800972144,5,False
TX,112,510,Yes,No,29,318.877806638154,143,47.8316709957231,184.41232549980865,137,18.441232549980864,286.30368567270864,101,22.90429485381669,14.710132015596368,6,2.9420264031192738,2,False
CA,150,408,Yes,No,25,145.70180916422512,97,21.85527137463377,347.1304119988617,63,34.71304119988617,158.05617272533578,136,12.644493818026863,6.925248899220422,2,1.3850497798440846,5,False
CA,122,510,Yes,No,47,169.60985206260864,59,25.441477809391294,106.30933646206606,83,10.630933646206607,201.33134016173835,142,16.106507212939068,14.7528074966848,6,2.95056149933696,2,False
TX,66,415,Yes,Yes,20,132.4001627988605,131,19.860024419829074,163.16150765532166,107,16.316150765532168,167.29039274790728,80,13.383231419832583,19.73723870901872,7,3.947447741803744,7,True
PA,58,510,Yes,No,27,269.02705785360274,87,40.35405867804041,230.0185152777876,125,23.00185152777876,149.65790346546729,113,11.972632277237382,18.677278543091703,3,3.735455708618341,3,True
OH,192,415,Yes,No,25,335.99557634080236,68,50.399336451120355,230.48825086964098,71,23.0488250869641,295.84680499895956,120,23.667744399916764,11.586959912072757,8,2.3173919824145517,9,False
PA,87,408,Yes,No,32,167.2420078988465,85,25.086301184826976,247.23326873639104,119,24.723326873639106,327.3131736092481,82,26.185053888739848,5.599219599291415,2,1.119843919858283,5,True
PA,143,415,No,Yes,20,218.85165196251842,108,32.827747794377764,287.9190430057298,85,28.79190430057298,192.55804642114418,134,15.404643713691534,10.434402350003072,8,2.0868804700006147,8,False
PA,144,510,Yes,Yes,34,258.5849349278011,112,38.78774023917016,255.8694576298241,94,25.58694576298241,287.8197310934417,51,23.025578487475336,17.395854674008326,5,3.4791709348016653,1,False
TX,98,510,Yes,No,33,349.86656205390767,126,52.47998430808615,250.07036513200924,85,25.007036513200926,324.24882234110277,67,25.93990578728822,15.522486521977491,2,3.1044973043954984,1,False
PA,118,510,No,No,40,126.20201624939303,95,18.930302437408955,113.37861572826083,71,11.337861572826084,311.53105263255793,96,24.922484210604637,11.890154833909346,7,2.378030966781869,6,False
GA,111,408,Yes,No,46,224.6426998764273,52,33.69640498146409,194.13257194732458,127,19.41325719473246,145.70334713480648,82,11.656267770784519,5.826523027382466,2,1.1653046054764933,1,False
NY,127,408,Yes,Yes,17,196.280029975625,123,29.44200449634375,158.013934925289,129,15.8013934925289,339.0729703783403,147,27.125837630267224,11.403420917349539,6,2.280684183469908,1,False
IL,166,510,No,Yes,10,316.4550413055888,114,47.468256195838315,166.34252790049385,110,16.634252790049384,194.1691101073656,133,15.53352880858925,12.035374095768253,3,2.407074819153651,3,True
CA,169,415,Yes,No,22,218.99193275291398,140,32.84878991293709,238.58436858508622,149,23.858436858508625,184.81016529345908,84,14.784813223476727,18.92833299341204,9,3.7856665986824085,8,True
CA,186,408,Yes,Yes,47,127.74438114628703,57,19.16165717194305,149.8763287324021,105,14.98763287324021,115.60783181944508,100,9.248626545555608,14.616291553732392,3,2.9232583107464785,7,False
IL,125,510,Yes,No,21,258.6060363216459,100,38.79090544824688,173.4872752542244,138,17.34872752542244,221.54341352622075,67,17.72347308209766,9.674793749819735,3,1.934958749963947,1,True
TX,84,510,No,Yes,16,292.6951545659699,130,43.90427318489549,159.27117712933503,145,15.927117712933503,127.25340391023218,137,10.180272312818575,12.87977396676082,5,2.5759547933521643,7,False
FL,50,408,Yes,Yes,4,100.72031291640364,122,15.108046937460546,337.12573580454864,82,33.712573580454865,162.1349552318565,121,12.97079641854852,5.990829617332401,7,1.1981659234664803,3,True
TX,89,408,Yes,No,43,314.7391713551574,55,47.21087570327361,336.1664330427738,94,33.61664330427738,179.23565544182034,79,14.338852435345627,19.588523534746052,8,3.917704706949211,1,True
CA,113,408,No,No,10,146.5057500014164,138,21.97586250021246,252.48538964901292,85,25.248538964901293,302.206580872921,93,24.17652646983368,10.40089852896089,7,2.0801797057921783,9,True
CA,199,415,Yes,No,29,238.01734116334447,88,35.702601174501666,331.130617182975,69,33.1130617182975,318.8721625989741,102,25.50977300791793,12.168010323697036,9,2.433602064739407,6,False
IL,109,415,No,No,14,203.94937517186253,109,30.59240627577938,296.4531613670933,67,29.64531613670933,175.61657936536741,59,14.049326349229393,10.32925961355384,5,2.065851922710768,5,True
PA,113,510,No,Yes,26,279.9134541526326,77,41.98701812289489,247.4869707004522,87,24.74869707004522,314.6745303111435,136,25.173962424891478,15.237675951743002,3,3.0475351903486008,9,False
TX,142,408,Yes,Yes,34,192.79040369643548,146,28.91856055446532,101.60880287419893,116,10.160880287419893,314.30773434244776,101,25.14461874739582,14.933482374943896,6,2.986696474988779,4,False
NC,121,415,No,Yes,32,317.4407941704277,103,47.616119125564154,293.129071519851,72,29.3129071519851,291.1627375962184,98,23.29301900769747,15.729834657937035,5,3.1459669315874073,0,False
IL,60,408,No,No,19,282.6240902396976,86,42.393613535954636,275.6220853971172,145,27.56220853971172,136.67377850379538,60,10.93390228030363,9.022148444178812,4,1.8044296888357625,1,True
